Thời gian,Bức xạ (W/m2),Nhiệt độ môi trường (°C),Nhiệt độ tấm pin (°C),Tốc độ gió (m/s)
2026-08-27 07:58:00,507.2,26.1,42.3,2.3
2026-08-27 07:59:00,438.8,27.1,40.3,3.0
2026-08-27 08:00:00,499.2,26.9,42.1,5.1
2026-08-27 08:01:00,487.0,26.9,41.9,1.3
2026-08-27 08:02:00,550.8,27.1,44.3,2.5
2026-08-27 08:03:00,564.7,27.1,44.8,3.7
2026-08-27 08:04:00,587.2,27.0,45.8,3.3
2026-08-27 08:05:00,522.4,27.1,42.8,3.7
2026-08-27 08:06:00,529.9,27.1,44.8,3.4
2026-08-27 08:07:00,494.9,27.0,42.8,4.5
2026-08-27 08:08:00,619.7,26.7,45.5,4.0
2026-08-27 08:09:00,598.0,27.2,46.0,5.3
2026-08-27 08:10:00,513.7,27.3,43.3,2.6
2026-08-27 08:11:00,580.2,27.2,44.9,3.4
2026-08-27 08:12:00,630.7,27.2,47.8,4.1
2026-08-27 08:13:00,521.1,27.6,44.0,3.8
2026-08-27 08:14:00,528.9,27.6,44.1,5.0
2026-08-27 08:15:00,574.3,27.7,46.7,4.2
2026-08-27 08:16:00,570.0,27.3,45.4,4.8
2026-08-27 08:17:00,583.9,27.5,45.8,1.9
2026-08-27 08:18:00,642.2,27.7,48.1,3.6
2026-08-27 08:19:00,589.6,27.6,46.7,3.0
2026-08-27 08:20:00,575.5,27.6,46.0,5.4
2026-08-27 08:21:00,594.7,27.3,46.3,4.7
2026-08-27 08:22:00,596.5,27.5,47.0,4.1
2026-08-27 08:23:00,598.8,27.6,47.0,4.0
2026-08-27 08:24:00,584.3,28.0,46.0,3.0
2026-08-27 08:25:00,591.1,27.9,46.1,2.9
2026-08-27 08:26:00,595.8,28.2,46.5,3.5
2026-08-27 08:27:00,598.6,28.3,46.2,2.7
2026-08-27 08:28:00,643.7,27.8,47.3,3.2
2026-08-27 08:29:00,593.6,28.1,46.2,5.0
2026-08-27 08:30:00,600.8,28.0,46.8,3.1
2026-08-27 08:31:00,657.8,27.9,48.8,2.4
2026-08-27 08:32:00,626.1,28.0,46.8,2.2
2026-08-27 08:33:00,611.3,28.1,46.8,3.9
2026-08-27 08:34:00,659.9,28.1,48.7,4.8
2026-08-27 08:35:00,754.2,28.1,52.1,4.2
2026-08-27 08:36:00,668.1,28.4,49.3,2.5
2026-08-27 08:37:00,641.9,28.2,47.5,3.5
2026-08-27 08:38:00,683.4,28.3,49.9,3.3
2026-08-27 08:39:00,711.9,28.5,50.9,2.4
2026-08-27 08:40:00,612.1,28.3,47.4,3.2
2026-08-27 08:41:00,685.6,28.7,49.1,2.3
2026-08-27 08:42:00,682.1,28.4,49.9,1.2
2026-08-27 08:43:00,703.7,28.4,50.7,3.5
2026-08-27 08:44:00,625.4,28.8,49.3,5.4
2026-08-27 08:45:00,655.8,28.8,48.9,4.7
2026-08-27 08:46:00,681.9,28.4,49.7,2.9
2026-08-27 08:47:00,704.7,28.8,50.8,3.4
2026-08-27 08:48:00,656.2,28.5,48.2,4.0
2026-08-27 08:49:00,714.8,28.6,51.0,4.0
2026-08-27 08:50:00,687.4,29.0,51.1,2.8
2026-08-27 08:51:00,663.2,29.0,49.8,4.0
2026-08-27 08:52:00,757.8,28.6,51.8,4.0
2026-08-27 08:53:00,715.5,29.0,52.0,3.3
2026-08-27 08:54:00,730.1,28.9,52.0,3.3
2026-08-27 08:55:00,759.4,28.7,52.7,2.5
2026-08-27 08:56:00,717.2,28.9,50.6,2.9
2026-08-27 08:57:00,718.1,28.4,50.4,4.1
2026-08-27 08:58:00,743.4,29.1,52.7,3.7
2026-08-27 08:59:00,725.9,28.8,52.0,2.8
2026-08-27 09:00:00,729.3,29.4,52.5,2.6
2026-08-27 09:01:00,754.7,29.1,52.7,3.9
2026-08-27 09:02:00,730.9,29.0,52.6,3.5
2026-08-27 09:03:00,699.9,29.1,51.0,3.2
2026-08-27 09:04:00,670.8,29.1,49.5,3.2
2026-08-27 09:05:00,655.4,29.2,49.3,4.8
2026-08-27 09:06:00,687.6,29.3,51.4,3.5
2026-08-27 09:07:00,662.8,29.4,50.3,1.6
2026-08-27 09:08:00,601.5,29.3,48.0,5.8
2026-08-27 09:09:00,642.6,29.3,49.4,4.3
2026-08-27 09:10:00,676.5,29.3,50.2,3.2
2026-08-27 09:11:00,600.0,29.5,49.0,3.8
2026-08-27 09:12:00,590.8,29.4,48.5,3.2
2026-08-27 09:13:00,568.2,29.6,47.9,4.5
2026-08-27 09:14:00,624.3,29.4,48.9,2.9
2026-08-27 09:15:00,548.6,29.6,46.2,3.7
2026-08-27 09:16:00,508.0,29.8,45.7,5.0
2026-08-27 09:17:00,520.3,29.8,46.9,2.8
2026-08-27 09:18:00,487.6,29.5,44.4,4.2
2026-08-27 09:19:00,409.9,30.0,42.3,2.7
2026-08-27 09:20:00,455.1,29.9,43.9,2.1
2026-08-27 09:21:00,452.3,29.7,43.4,3.4
2026-08-27 09:22:00,410.9,29.8,42.5,3.2
2026-08-27 09:23:00,436.9,29.9,43.0,2.9
2026-08-27 09:24:00,418.5,29.6,42.8,2.7
2026-08-27 09:25:00,408.2,30.1,42.7,3.9
2026-08-27 09:26:00,438.2,30.0,43.9,3.6
2026-08-27 09:27:00,458.1,30.0,44.2,3.8
2026-08-27 09:28:00,491.2,29.9,46.2,2.9
2026-08-27 09:29:00,453.2,30.2,43.4,3.6
2026-08-27 09:30:00,512.2,30.1,46.3,5.2
2026-08-27 09:31:00,472.7,30.0,44.9,4.1
2026-08-27 09:32:00,402.2,30.3,43.0,4.1
2026-08-27 09:33:00,569.7,30.2,47.8,3.4
2026-08-27 09:34:00,583.8,30.3,48.4,3.5
2026-08-27 09:35:00,518.3,30.4,47.4,3.4
2026-08-27 09:36:00,612.0,30.3,49.5,3.7
2026-08-27 09:37:00,624.9,30.4,50.9,2.0
2026-08-27 09:38:00,621.5,30.5,49.5,4.7
2026-08-27 09:39:00,686.9,30.3,51.4,3.1
2026-08-27 09:40:00,672.6,30.7,51.9,3.0
2026-08-27 09:41:00,723.7,30.8,53.8,2.1
2026-08-27 09:42:00,732.8,30.9,54.7,4.0
2026-08-27 09:43:00,777.6,30.3,54.8,5.3
2026-08-27 09:44:00,746.2,30.5,53.5,2.5
2026-08-27 09:45:00,829.1,30.3,56.3,4.3
2026-08-27 09:46:00,835.0,30.4,56.5,2.1
2026-08-27 09:47:00,873.2,30.6,58.9,3.9
2026-08-27 09:48:00,839.1,30.4,58.0,2.6
2026-08-27 09:49:00,898.2,30.8,59.3,4.2
2026-08-27 09:50:00,859.9,30.8,57.9,1.3
2026-08-27 09:51:00,856.7,30.8,58.3,2.0
2026-08-27 09:52:00,849.3,30.7,58.1,3.0
2026-08-27 09:53:00,895.5,30.7,58.7,2.0
2026-08-27 09:54:00,904.3,30.6,58.1,4.3
2026-08-27 09:55:00,784.0,31.2,56.2,4.2
2026-08-27 09:56:00,932.0,31.0,60.2,3.3
2026-08-27 09:57:00,875.5,31.3,58.9,4.4
2026-08-27 09:58:00,878.0,31.2,59.0,4.0
2026-08-27 09:59:00,808.7,31.3,58.1,2.1
2026-08-27 10:00:00,829.2,30.9,56.2,3.0
2026-08-27 10:01:00,822.2,31.1,56.2,5.2
2026-08-27 10:02:00,756.6,31.1,54.9,2.0
2026-08-27 10:03:00,851.6,31.1,57.6,2.2
2026-08-27 10:04:00,722.4,31.1,53.1,4.0
2026-08-27 10:05:00,729.5,30.7,54.3,3.2
2026-08-27 10:06:00,734.0,31.1,54.7,6.0
2026-08-27 10:07:00,675.3,31.2,52.2,3.3
2026-08-27 10:08:00,627.1,31.5,51.5,2.1
2026-08-27 10:09:00,625.3,31.4,51.2,3.3
2026-08-27 10:10:00,599.1,31.3,50.6,2.4
2026-08-27 10:11:00,580.1,31.3,49.9,5.7
2026-08-27 10:12:00,582.9,31.2,49.3,4.6
2026-08-27 10:13:00,585.6,31.5,51.6,2.7
2026-08-27 10:14:00,565.9,31.7,49.0,5.1
2026-08-27 10:15:00,512.1,31.6,48.0,4.2
2026-08-27 10:16:00,540.5,31.6,48.4,3.4
2026-08-27 10:17:00,495.5,31.7,47.5,4.0
2026-08-27 10:18:00,559.8,31.7,48.8,3.9
2026-08-27 10:19:00,538.9,31.4,47.9,2.7
2026-08-27 10:20:00,537.8,31.7,48.3,1.8
2026-08-27 10:21:00,490.4,31.4,47.4,3.4
2026-08-27 10:22:00,562.4,31.8,49.0,2.6
2026-08-27 10:23:00,575.7,31.9,50.4,4.3
2026-08-27 10:24:00,535.5,31.6,48.2,2.5
2026-08-27 10:25:00,545.1,31.5,48.5,3.1
2026-08-27 10:26:00,589.9,31.8,50.8,3.0
2026-08-27 10:27:00,591.8,31.6,49.8,3.7
2026-08-27 10:28:00,635.2,31.8,51.5,5.0
2026-08-27 10:29:00,637.3,31.8,52.5,3.7
2026-08-27 10:30:00,678.0,31.8,52.4,4.0
2026-08-27 10:31:00,655.6,32.1,53.8,4.8
2026-08-27 10:32:00,723.6,32.2,55.2,1.7
2026-08-27 10:33:00,737.4,31.9,55.0,2.3
2026-08-27 10:34:00,772.6,32.2,55.8,2.6
2026-08-27 10:35:00,824.6,32.2,58.1,3.2
2026-08-27 10:36:00,810.8,32.1,57.6,3.9
2026-08-27 10:37:00,938.5,31.9,60.5,3.8
2026-08-27 10:38:00,943.0,32.1,62.4,2.3
2026-08-27 10:39:00,960.3,31.8,62.0,6.6
2026-08-27 10:40:00,874.5,32.2,59.0,5.3
2026-08-27 10:41:00,951.6,32.0,61.8,3.8
2026-08-27 10:42:00,898.3,32.3,60.9,4.2
2026-08-27 10:43:00,921.9,32.3,60.9,4.1
2026-08-27 10:44:00,927.9,32.4,61.5,2.1
2026-08-27 10:45:00,1008.4,32.5,63.7,3.5
2026-08-27 10:46:00,960.3,32.4,62.8,4.6
2026-08-27 10:47:00,950.7,32.3,62.0,0.1
2026-08-27 10:48:00,966.7,32.4,62.5,3.6
2026-08-27 10:49:00,1001.1,32.4,64.1,2.6
2026-08-27 10:50:00,965.0,32.6,63.6,4.6
2026-08-27 10:51:00,1006.8,32.3,63.7,3.9
2026-08-27 10:52:00,975.5,32.0,62.9,2.9
2026-08-27 10:53:00,950.7,32.5,62.3,4.9
2026-08-27 10:54:00,976.6,32.3,63.5,3.3
2026-08-27 10:55:00,919.9,32.4,61.2,3.7
2026-08-27 10:56:00,834.0,32.5,58.7,3.5
2026-08-27 10:57:00,844.4,32.2,58.3,2.5
2026-08-27 10:58:00,868.4,32.8,60.3,3.9
2026-08-27 10:59:00,859.6,32.8,59.2,3.9
2026-08-27 11:00:00,741.7,33.0,56.3,3.7
2026-08-27 11:01:00,753.2,32.9,56.8,5.1
2026-08-27 11:02:00,809.5,32.9,58.7,4.0
2026-08-27 11:03:00,625.2,32.8,50.9,3.3
2026-08-27 11:04:00,638.4,32.6,52.2,2.4
2026-08-27 11:05:00,586.6,33.0,51.0,2.5
2026-08-27 11:06:00,665.7,33.0,54.3,4.4
2026-08-27 11:07:00,569.1,32.9,49.5,4.0
2026-08-27 11:08:00,596.1,33.2,51.7,2.1
2026-08-27 11:09:00,648.5,33.1,53.0,3.3
2026-08-27 11:10:00,565.0,32.9,50.9,5.3
2026-08-27 11:11:00,547.7,33.3,50.3,4.3
2026-08-27 11:12:00,585.1,33.2,51.3,5.1
2026-08-27 11:13:00,566.0,33.3,51.3,2.2
2026-08-27 11:14:00,601.0,32.8,50.8,3.3
2026-08-27 11:15:00,656.9,33.1,53.2,4.3
2026-08-27 11:16:00,572.2,33.2,51.3,2.8
2026-08-27 11:17:00,562.6,33.0,50.3,2.6
2026-08-27 11:18:00,698.2,33.4,55.3,5.4
2026-08-27 11:19:00,659.1,33.3,53.7,2.6
2026-08-27 11:20:00,694.9,33.1,54.1,2.5
2026-08-27 11:21:00,671.7,33.1,54.2,4.4
2026-08-27 11:22:00,618.3,33.0,51.9,3.1
2026-08-27 11:23:00,682.2,33.0,54.3,3.2
2026-08-27 11:24:00,712.8,33.6,56.3,3.1
2026-08-27 11:25:00,812.3,33.4,59.0,2.6
2026-08-27 11:26:00,778.7,33.3,57.7,2.6
2026-08-27 11:27:00,820.9,33.6,59.0,3.0
2026-08-27 11:28:00,802.6,33.5,58.4,3.2
2026-08-27 11:29:00,902.6,33.2,61.6,2.4
2026-08-27 11:30:00,940.3,33.5,63.4,5.0
2026-08-27 11:31:00,922.3,33.3,61.4,3.4
2026-08-27 11:32:00,945.5,33.3,62.9,4.8
2026-08-27 11:33:00,980.3,33.6,63.7,4.6
2026-08-27 11:34:00,988.0,33.6,64.3,4.6
2026-08-27 11:35:00,1033.5,33.6,66.5,4.4
2026-08-27 11:36:00,1029.7,33.8,66.1,4.9
2026-08-27 11:37:00,1037.1,33.3,64.7,4.0
2026-08-27 11:38:00,1030.8,33.4,65.1,3.9
2026-08-27 11:39:00,1050.3,33.5,66.7,5.1
2026-08-27 11:40:00,1036.0,33.4,66.3,2.6
2026-08-27 11:41:00,1055.5,33.4,67.0,2.4
2026-08-27 11:42:00,1024.3,33.5,65.8,4.0
2026-08-27 11:43:00,1017.0,33.6,65.5,3.9
2026-08-27 11:44:00,1033.3,33.6,65.8,1.5
2026-08-27 11:45:00,1036.9,33.7,66.7,3.3
2026-08-27 11:46:00,912.1,33.6,62.1,4.7
2026-08-27 11:47:00,960.6,33.5,63.7,2.5
2026-08-27 11:48:00,940.1,33.8,63.4,3.3
2026-08-27 11:49:00,942.7,34.1,63.5,3.3
2026-08-27 11:50:00,924.7,33.9,63.1,1.5
2026-08-27 11:51:00,951.7,33.9,63.1,3.3
2026-08-27 11:52:00,831.5,33.9,59.8,4.0
2026-08-27 11:53:00,890.7,34.1,61.8,5.1
2026-08-27 11:54:00,728.4,33.9,56.6,2.4
2026-08-27 11:55:00,718.0,33.7,56.4,3.4
2026-08-27 11:56:00,702.8,33.7,55.3,4.4
2026-08-27 11:57:00,767.2,34.1,58.1,2.1
2026-08-27 11:58:00,711.3,33.8,55.6,3.5
2026-08-27 11:59:00,717.1,33.8,56.5,3.5
2026-08-27 12:00:00,709.5,34.2,56.6,2.3
2026-08-27 12:01:00,628.6,33.8,53.4,3.3
2026-08-27 12:02:00,619.3,33.8,52.7,6.6
2026-08-27 12:03:00,601.7,33.7,52.7,3.6
2026-08-27 12:04:00,604.2,34.2,52.4,0.9
2026-08-27 12:05:00,621.3,34.0,53.8,5.6
2026-08-27 12:06:00,573.4,34.1,52.1,3.2
2026-08-27 12:07:00,607.3,34.0,51.9,3.5
2026-08-27 12:08:00,589.6,34.0,51.5,3.1
2026-08-27 12:09:00,633.7,34.2,54.1,4.5
2026-08-27 12:10:00,552.7,33.9,50.6,2.9
2026-08-27 12:11:00,622.3,34.1,53.6,2.0
2026-08-27 12:12:00,546.6,34.5,51.7,3.7
2026-08-27 12:13:00,599.0,34.3,53.2,3.6
2026-08-27 12:14:00,626.8,34.4,53.3,2.0
2026-08-27 12:15:00,667.6,34.6,56.4,3.0
2026-08-27 12:16:00,740.6,34.1,57.8,3.5
2026-08-27 12:17:00,708.0,34.2,56.5,4.9
2026-08-27 12:18:00,698.4,34.0,55.9,2.7
2026-08-27 12:19:00,820.0,34.3,59.1,3.4
2026-08-27 12:20:00,755.2,34.7,58.0,5.1
2026-08-27 12:21:00,856.6,34.3,61.9,3.3
2026-08-27 12:22:00,785.5,34.2,59.2,4.3
2026-08-27 12:23:00,847.0,34.3,60.8,2.7
2026-08-27 12:24:00,885.9,34.3,62.3,3.4
2026-08-27 12:25:00,895.0,34.3,62.2,4.5
2026-08-27 12:26:00,976.9,34.4,65.2,4.9
2026-08-27 12:27:00,903.3,34.2,62.3,2.1
2026-08-27 12:28:00,985.3,34.5,64.6,2.2
2026-08-27 12:29:00,992.1,34.7,65.4,3.2
2026-08-27 12:30:00,1018.2,34.5,65.5,3.4
2026-08-27 12:31:00,1014.5,34.4,66.0,3.7
2026-08-27 12:32:00,1034.4,34.4,66.7,3.3
2026-08-27 12:33:00,1004.3,34.2,65.1,3.9
2026-08-27 12:34:00,1027.3,34.9,66.6,3.9
2026-08-27 12:35:00,1036.6,34.7,67.2,5.5
2026-08-27 12:36:00,1045.2,34.4,67.2,2.4
2026-08-27 12:37:00,1085.8,34.5,68.3,2.8
2026-08-27 12:38:00,1016.3,34.1,64.9,1.8
2026-08-27 12:39:00,1056.1,34.0,67.2,4.9
2026-08-27 12:40:00,964.8,34.3,65.0,3.5
2026-08-27 12:41:00,937.0,34.2,63.3,4.9
2026-08-27 12:42:00,904.9,34.6,64.3,4.7
2026-08-27 12:43:00,890.9,34.4,62.4,4.4
2026-08-27 12:44:00,846.1,34.6,61.1,3.8
2026-08-27 12:45:00,770.8,34.2,58.5,3.4
2026-08-27 12:46:00,819.3,35.1,60.6,3.5
2026-08-27 12:47:00,842.7,34.7,61.6,2.3
2026-08-27 12:48:00,833.1,34.8,60.8,2.8
2026-08-27 12:49:00,770.0,34.5,58.5,2.4
2026-08-27 12:50:00,684.9,34.8,55.6,4.4
2026-08-27 12:51:00,661.7,34.6,54.7,4.4
2026-08-27 12:52:00,670.3,34.3,55.7,4.3
2026-08-27 12:53:00,653.5,34.7,55.0,3.7
2026-08-27 12:54:00,643.7,34.8,54.4,3.7
2026-08-27 12:55:00,564.8,34.6,51.9,2.1
2026-08-27 12:56:00,575.3,34.8,53.0,4.0
2026-08-27 12:57:00,565.7,34.5,52.2,2.8
2026-08-27 12:58:00,577.9,34.8,52.3,5.0
2026-08-27 12:59:00,580.6,34.6,52.6,4.0
2026-08-27 13:00:00,584.4,34.8,53.6,2.8
2026-08-27 13:01:00,585.8,34.8,54.0,4.3
2026-08-27 13:02:00,553.8,34.8,53.2,4.2
2026-08-27 13:03:00,541.1,34.7,52.5,4.4
2026-08-27 13:04:00,602.0,34.7,54.1,4.0
2026-08-27 13:05:00,583.2,34.7,53.5,3.4
2026-08-27 13:06:00,563.1,35.0,52.5,4.4
2026-08-27 13:07:00,662.5,35.0,55.6,4.9
2026-08-27 13:08:00,638.6,35.0,55.2,3.1
2026-08-27 13:09:00,604.3,34.7,53.8,4.7
2026-08-27 13:10:00,700.8,34.8,56.9,4.5
2026-08-27 13:11:00,677.1,35.2,56.4,5.2
2026-08-27 13:12:00,707.9,35.0,57.3,3.2
2026-08-27 13:13:00,710.5,35.0,56.8,2.2
2026-08-27 13:14:00,802.4,34.9,60.3,4.3
2026-08-27 13:15:00,777.3,35.1,58.9,2.8
2026-08-27 13:16:00,811.3,34.5,59.3,1.5
2026-08-27 13:17:00,856.2,34.7,62.5,4.5
2026-08-27 13:18:00,824.0,35.2,60.9,2.8
2026-08-27 13:19:00,856.4,34.7,61.2,4.1
2026-08-27 13:20:00,889.9,34.7,62.0,3.1
2026-08-27 13:21:00,849.4,34.9,60.8,3.7
2026-08-27 13:22:00,1019.1,34.6,66.4,2.7
2026-08-27 13:23:00,925.6,35.0,63.2,4.8
2026-08-27 13:24:00,930.6,34.8,63.3,6.4
2026-08-27 13:25:00,965.3,34.9,64.4,3.2
2026-08-27 13:26:00,985.7,34.8,65.6,2.3
2026-08-27 13:27:00,961.8,35.0,64.8,2.6
2026-08-27 13:28:00,974.0,34.7,65.2,5.4
2026-08-27 13:29:00,967.5,34.9,65.4,3.6
2026-08-27 13:30:00,963.3,34.9,65.0,3.3
2026-08-27 13:31:00,964.8,35.4,65.5,3.9
2026-08-27 13:32:00,1024.0,35.0,66.0,3.0
2026-08-27 13:33:00,982.2,35.0,65.1,3.2
2026-08-27 13:34:00,924.3,34.8,63.5,4.2
2026-08-27 13:35:00,898.0,34.6,62.0,1.9
2026-08-27 13:36:00,837.0,34.8,60.8,4.3
2026-08-27 13:37:00,781.4,35.0,59.2,3.0
2026-08-27 13:38:00,836.0,35.2,61.1,3.4
2026-08-27 13:39:00,815.7,34.8,59.7,3.2
2026-08-27 13:40:00,768.6,34.9,59.7,3.6
2026-08-27 13:41:00,640.6,35.1,55.5,4.2
2026-08-27 13:42:00,690.4,34.8,56.5,4.2
2026-08-27 13:43:00,691.4,34.9,55.7,3.7
2026-08-27 13:44:00,607.7,34.9,53.5,4.9
2026-08-27 13:45:00,668.7,35.2,56.6,3.9
2026-08-27 13:46:00,614.0,35.0,55.2,2.5
2026-08-27 13:47:00,553.3,34.8,52.0,4.0
2026-08-27 13:48:00,519.1,35.1,51.6,2.6
2026-08-27 13:49:00,554.3,34.9,52.4,3.0
2026-08-27 13:50:00,556.9,35.0,52.5,3.6
2026-08-27 13:51:00,474.1,35.1,48.6,2.3
2026-08-27 13:52:00,501.9,35.3,51.2,5.7
2026-08-27 13:53:00,523.6,35.1,51.1,4.1
2026-08-27 13:54:00,460.6,35.1,48.8,4.1
2026-08-27 13:55:00,533.7,34.8,50.8,5.5
2026-08-27 13:56:00,501.3,35.0,50.6,4.1
2026-08-27 13:57:00,499.2,35.2,50.7,3.5
2026-08-27 13:58:00,543.9,35.4,52.6,3.9
2026-08-27 13:59:00,560.6,35.2,52.8,4.8
2026-08-27 14:00:00,489.5,34.8,49.7,4.8
2026-08-27 14:01:00,583.7,34.5,52.9,4.7
2026-08-27 14:02:00,611.1,35.3,54.3,4.6
2026-08-27 14:03:00,550.2,34.9,52.1,3.1
2026-08-27 14:04:00,616.3,35.0,54.6,2.8
2026-08-27 14:05:00,605.7,35.0,54.3,4.4
2026-08-27 14:06:00,632.2,34.9,54.8,4.0
2026-08-27 14:07:00,663.5,35.1,55.4,2.8
2026-08-27 14:08:00,613.6,34.9,54.0,4.0
2026-08-27 14:09:00,632.0,35.0,54.2,2.6
2026-08-27 14:10:00,657.1,35.3,55.5,3.1
2026-08-27 14:11:00,782.2,34.8,58.7,1.7
2026-08-27 14:12:00,769.4,35.0,59.2,2.9
2026-08-27 14:13:00,761.5,35.0,58.4,3.6
2026-08-27 14:14:00,841.3,35.0,61.3,3.0
2026-08-27 14:15:00,826.1,34.9,60.3,3.8
2026-08-27 14:16:00,849.4,34.9,61.5,5.4
2026-08-27 14:17:00,882.0,35.0,61.8,2.6
2026-08-27 14:18:00,738.6,35.1,58.4,3.1
2026-08-27 14:19:00,833.9,34.7,60.8,3.6
2026-08-27 14:20:00,883.2,34.6,62.0,4.0
2026-08-27 14:21:00,877.5,35.2,61.7,2.1
2026-08-27 14:22:00,809.9,34.6,60.0,0.4
2026-08-27 14:23:00,822.7,35.2,60.1,4.7
2026-08-27 14:24:00,836.0,35.0,61.4,1.8
2026-08-27 14:25:00,834.6,34.8,61.8,4.3
2026-08-27 14:26:00,824.8,35.0,59.3,3.4
2026-08-27 14:27:00,791.4,34.7,59.5,3.5
2026-08-27 14:28:00,761.9,34.8,58.1,4.3
2026-08-27 14:29:00,749.5,34.8,58.3,3.4
2026-08-27 14:30:00,820.3,34.9,60.7,2.5
2026-08-27 14:31:00,687.3,35.0,56.9,3.6
2026-08-27 14:32:00,682.0,34.9,56.6,3.6
2026-08-27 14:33:00,711.0,34.8,56.7,3.1
2026-08-27 14:34:00,646.2,35.0,55.2,4.0
2026-08-27 14:35:00,614.8,34.9,54.0,3.9
2026-08-27 14:36:00,583.5,35.0,52.9,1.8
2026-08-27 14:37:00,615.6,34.6,54.7,4.6
2026-08-27 14:38:00,575.0,34.8,52.9,1.6
2026-08-27 14:39:00,578.5,34.8,52.5,4.4
2026-08-27 14:40:00,505.3,34.8,50.5,2.3
2026-08-27 14:41:00,566.7,34.7,51.5,2.0
2026-08-27 14:42:00,466.4,35.3,48.8,3.5
2026-08-27 14:43:00,459.5,34.8,49.1,4.7
2026-08-27 14:44:00,515.5,35.2,51.3,3.8
2026-08-27 14:45:00,445.8,34.8,48.9,3.4
2026-08-27 14:46:00,431.8,34.7,47.9,4.3
2026-08-27 14:47:00,371.4,35.0,46.3,4.7
2026-08-27 14:48:00,417.0,34.9,48.3,3.5
2026-08-27 14:49:00,467.4,34.8,49.1,5.0
2026-08-27 14:50:00,388.2,35.2,48.2,4.7
2026-08-27 14:51:00,345.3,34.6,45.8,2.3
2026-08-27 14:52:00,428.4,34.9,49.2,4.9
2026-08-27 14:53:00,366.4,34.5,45.8,1.9
2026-08-27 14:54:00,468.5,34.7,49.0,1.9
2026-08-27 14:55:00,480.5,35.3,50.8,0.9
2026-08-27 14:56:00,540.7,34.6,51.2,2.6
2026-08-27 14:57:00,504.0,34.6,50.7,5.1
2026-08-27 14:58:00,514.8,35.1,50.7,2.5
2026-08-27 14:59:00,482.8,34.2,49.9,4.4
2026-08-27 15:00:00,463.5,34.6,48.5,3.6
2026-08-27 15:01:00,708.1,34.8,56.7,4.6
2026-08-27 15:02:00,741.0,34.9,57.8,4.4
2026-08-27 15:03:00,757.4,34.8,58.4,3.0
2026-08-27 15:04:00,733.8,34.5,58.0,3.3
2026-08-27 15:05:00,721.2,34.5,57.0,3.9
2026-08-27 15:06:00,758.0,34.8,58.8,4.6
2026-08-27 15:07:00,700.7,34.6,55.8,4.7
2026-08-27 15:08:00,737.4,34.5,57.3,5.4
2026-08-27 15:09:00,672.9,34.6,55.3,2.3
2026-08-27 15:10:00,727.3,34.5,57.8,3.8
2026-08-27 15:11:00,678.0,34.9,55.8,3.1
2026-08-27 15:12:00,682.0,35.0,56.0,3.8
2026-08-27 15:13:00,701.6,34.7,57.1,2.2
2026-08-27 15:14:00,719.5,34.3,56.6,2.7
2026-08-27 15:15:00,700.5,34.3,55.3,4.1
2026-08-27 15:16:00,694.9,34.7,56.5,3.6
2026-08-27 15:17:00,671.3,34.3,54.8,3.6
2026-08-27 15:18:00,681.3,34.6,56.1,4.2
2026-08-27 15:19:00,621.0,34.4,54.5,3.7
2026-08-27 15:20:00,682.5,34.6,54.9,5.0
2026-08-27 15:21:00,661.3,34.4,54.6,4.7
2026-08-27 15:22:00,606.1,34.3,53.3,4.4
2026-08-27 15:23:00,604.7,34.8,53.5,3.7
2026-08-27 15:24:00,715.1,34.3,56.5,4.9
2026-08-27 15:25:00,669.2,34.7,55.1,4.1
2026-08-27 15:26:00,656.4,34.5,54.6,4.2
2026-08-27 15:27:00,602.7,34.5,53.9,3.7
2026-08-27 15:28:00,691.0,34.6,56.1,3.2
2026-08-27 15:29:00,594.6,34.5,53.0,3.6
2026-08-27 15:30:00,626.6,34.4,53.2,2.1
2026-08-27 15:31:00,625.7,34.6,54.2,3.1
2026-08-27 15:32:00,521.0,34.2,50.4,4.1
2026-08-27 15:33:00,602.4,34.5,53.9,5.3
2026-08-27 15:34:00,637.1,34.2,54.4,3.6
2026-08-27 15:35:00,628.3,34.4,54.7,4.2
2026-08-27 15:36:00,589.2,34.7,53.6,5.2
2026-08-27 15:37:00,586.2,34.3,52.6,4.4
2026-08-27 15:38:00,588.3,34.0,52.1,3.1
2026-08-27 15:39:00,592.4,34.5,53.6,2.4
2026-08-27 15:40:00,571.2,34.3,51.8,2.7
2026-08-27 15:41:00,597.2,34.4,52.0,3.6
2026-08-27 15:42:00,598.9,34.3,52.8,2.8
2026-08-27 15:43:00,606.9,34.5,53.1,5.0
2026-08-27 15:44:00,598.5,34.1,52.7,3.2
2026-08-27 15:45:00,622.7,33.6,53.4,3.2
2026-08-27 15:46:00,545.4,34.3,51.5,3.1
2026-08-27 15:47:00,568.8,34.2,52.1,2.2
2026-08-27 15:48:00,532.1,34.0,50.2,2.6
2026-08-27 15:49:00,541.5,34.2,52.1,2.9
2026-08-27 15:50:00,544.2,34.2,51.3,3.0
2026-08-27 15:51:00,526.3,34.1,49.9,4.5
2026-08-27 15:52:00,579.4,33.9,52.6,2.7
2026-08-27 15:53:00,541.8,34.2,51.2,3.5
2026-08-27 15:54:00,535.4,34.0,49.8,4.5
2026-08-27 15:55:00,552.4,34.0,51.5,2.1
2026-08-27 15:56:00,546.6,33.9,51.3,6.0
