WEATHER STATION;PLANT;;;;STATION-02-;WEATHER STAT;ION;;;;;;;STATION-06-;WEATHER STAT;ION;;;;
26/08/26 06:25;0.000;0.000;5.177;143.287;126.626;1076.410;27.856;70.324;0.000;32.334;263.528;4.288;120.107;135.838;1076.410;27.679;70.188;0.000;31.432;
26/08/26 06:26;0.000;0.000;4.73;125.408;125.31;1076.410;27.76;70.324;0.000;31.679;263.528;4.271;121.122;113.654;1076.410;27.306;70.188;0.000;31.091;
26/08/26 06:27;0.000;0.000;5.139;133.967;128.238;1076.410;27.498;70.324;0.000;31.684;263.528;4.659;123.08;124.959;1076.410;27.328;70.188;0.000;31.174;
26/08/26 06:28;0.000;0.000;3.563;156.936;148.492;1076.410;27.561;70.324;0.000;32.465;263.528;3.537;127.225;160.08;1076.410;27.352;70.188;0.000;31.328;
26/08/26 06:29;0.000;0.000;2.702;136.71;114.088;1076.410;27.152;70.324;0.000;31.424;263.528;4.815;132.634;130.293;1076.410;27.261;70.188;0.000;31.406;
26/08/26 06:30;0.000;0.000;4.75;138.695;152.037;1076.410;28.272;70.324;0.000;32.606;263.528;3.814;153.87;141.493;1076.410;27.807;70.188;0.000;32.615;
26/08/26 06:31;0.000;0.000;5.631;142.483;151.218;1076.410;27.301;70.324;0.000;31.754;263.528;2.325;150.55;140.727;1076.410;27.363;70.188;0.000;32.068;
26/08/26 06:32;0.000;0.000;5.19;155.282;179.173;1076.410;28.028;70.324;0.000;32.881;263.528;1.139;166.391;146.611;1076.410;27.588;70.188;0.000;32.788;
26/08/26 06:33;0.000;0.000;2.974;160.523;154.615;1076.410;27.603;70.324;0.000;32.619;263.528;3.713;159.705;168.888;1076.410;27.462;70.188;0.000;32.453;
26/08/26 06:34;0.000;0.000;3.762;162.995;161.516;1076.410;27.635;70.324;0.000;32.729;263.528;4.251;159.436;167.496;1076.410;27.506;70.188;0.000;32.488;
26/08/26 06:35;0.000;0.000;4.17;162.939;166.005;1076.410;27.975;70.324;0.000;33.067;263.528;1.961;180.679;158.96;1076.410;27.703;70.188;0.000;33.349;
26/08/26 06:36;0.000;0.000;5.602;178.657;185.84;1076.410;27.831;70.324;0.000;33.414;263.528;5.886;160.868;160.381;1076.410;27.443;70.188;0.000;32.47;
26/08/26 06:37;0.000;0.000;5.374;178.918;184.713;1076.410;27.591;70.324;0.000;33.182;263.528;3.912;177.762;157.483;1076.410;28.078;70.188;0.000;33.633;
26/08/26 06:38;0.000;0.000;3.768;188.028;162.751;1076.410;27.797;70.324;0.000;33.673;263.528;4.774;183.388;171.513;1076.410;27.842;70.188;0.000;33.573;
26/08/26 06:39;0.000;0.000;3.835;177.694;204.46;1076.410;27.713;70.324;0.000;33.266;263.528;3.76;169.174;197.878;1076.410;27.833;70.188;0.000;33.12;
26/08/26 06:40;0.000;0.000;4.357;177.33;177.604;1076.410;27.876;70.324;0.000;33.418;263.528;5.045;194.114;185.465;1076.410;27.64;70.188;0.000;33.706;
26/08/26 06:41;0.000;0.000;5.074;182.435;179.546;1076.410;28.059;70.324;0.000;33.76;263.528;3.215;184.875;203.379;1076.410;28.072;70.188;0.000;33.849;
26/08/26 06:42;0.000;0.000;3.264;191.032;183.281;1076.410;28.223;70.324;0.000;34.193;263.528;4.75;199.663;207.617;1076.410;27.76;70.188;0.000;33.999;
26/08/26 06:43;0.000;0.000;3.021;197.747;192.375;1076.410;28.165;70.324;0.000;34.345;263.528;4.4;170.944;193.22;1076.410;28.212;70.188;0.000;33.554;
26/08/26 06:44;0.000;0.000;4.152;214.567;186.029;1076.410;28.049;70.324;0.000;34.754;263.528;4.303;210.326;190.82;1076.410;27.833;70.188;0.000;34.406;
26/08/26 06:45;0.000;0.000;3.084;189.588;191.816;1076.410;28.374;70.324;0.000;34.299;263.528;5.435;207.98;211.666;1076.410;28.075;70.188;0.000;34.574;
26/08/26 06:46;0.000;0.000;3.21;213.415;203.635;1076.410;28.199;70.324;0.000;34.868;263.528;2.757;211.43;198.777;1076.410;28.058;70.188;0.000;34.665;
26/08/26 06:47;0.000;0.000;5.997;214.979;208.455;1076.410;28.011;70.324;0.000;34.729;263.528;4.514;205.202;210.964;1076.410;28.199;70.188;0.000;34.612;
26/08/26 06:48;0.000;0.000;2.114;221.399;222.246;1076.410;28.276;70.324;0.000;35.195;263.528;4.527;222.402;210.155;1076.410;28.296;70.188;0.000;35.246;
26/08/26 06:49;0.000;0.000;4.321;217.778;226.568;1076.410;27.992;70.324;0.000;34.798;263.528;5.401;223.608;238.165;1076.410;28.122;70.188;0.000;35.11;
26/08/26 06:50;0.000;0.000;5.113;242.036;242.031;1076.410;28.58;70.324;0.000;36.144;263.528;3.495;227.46;230.324;1076.410;28.293;70.188;0.000;35.401;
26/08/26 06:51;0.000;0.000;4.894;231.506;238.828;1076.410;28.419;70.324;0.000;35.654;263.528;5.212;241.762;228.106;1076.410;28.298;70.188;0.000;35.853;
26/08/26 06:52;0.000;0.000;3.376;251.984;238.764;1076.410;28.246;70.324;0.000;36.12;263.528;3.303;248.262;239.509;1076.410;28.136;70.188;0.000;35.894;
26/08/26 06:53;0.000;0.000;5.972;248.863;231.344;1076.410;28.49;70.324;0.000;36.267;263.528;5.909;235.315;254.34;1076.410;27.848;70.188;0.000;35.202;
26/08/26 06:54;0.000;0.000;3.464;246.395;260.768;1076.410;28.164;70.324;0.000;35.864;263.528;4.796;244.571;255.293;1076.410;28.435;70.188;0.000;36.078;
26/08/26 06:55;0.000;0.000;4.963;251.715;235.6;1076.410;28.815;70.324;0.000;36.681;263.528;3.784;244.964;236.543;1076.410;28.546;70.188;0.000;36.201;
26/08/26 06:56;0.000;0.000;6.499;235.222;233.538;1076.410;28.769;70.324;0.000;36.12;263.528;3.265;260.068;251.494;1076.410;28.324;70.188;0.000;36.451;
26/08/26 06:57;0.000;0.000;5.77;252.807;261.856;1076.410;28.466;70.324;0.000;36.366;263.528;3.906;255.908;265.745;1076.410;28.034;70.188;0.000;36.031;
26/08/26 06:58;0.000;0.000;4.636;267.482;228.634;1076.410;28.54;70.324;0.000;36.899;263.528;3.882;247.396;273.43;1076.410;28.743;70.188;0.000;36.474;
26/08/26 06:59;0.000;0.000;4.57;241.412;274.934;1076.410;28.718;70.324;0.000;36.262;263.528;3.24;268.607;232.847;1076.410;28.38;70.188;0.000;36.774;
26/08/26 07:00;0.000;0.000;6.23;262.512;256.658;1076.410;28.565;70.324;0.000;36.768;263.528;3.968;270.613;250.372;1076.410;28.562;70.188;0.000;37.019;
26/08/26 07:01;0.000;0.000;5.324;262.075;284.654;1076.410;28.762;70.324;0.000;36.952;263.528;4.28;273.879;270.918;1076.410;28.735;70.188;0.000;37.294;
26/08/26 07:02;0.000;0.000;3.79;267.754;286.294;1076.410;28.942;70.324;0.000;37.309;263.528;4.314;245.221;274.116;1076.410;28.707;70.188;0.000;36.37;
26/08/26 07:03;0.000;0.000;5.145;273.955;271.714;1076.410;28.927;70.324;0.000;37.488;263.528;3.447;270.009;284.123;1076.410;28.787;70.188;0.000;37.225;
26/08/26 07:04;0.000;0.000;4.637;281.806;286.131;1076.410;28.875;70.324;0.000;37.681;263.528;3.742;268.521;278.696;1076.410;28.746;70.188;0.000;37.137;
26/08/26 07:05;0.000;0.000;5.118;279.107;281.364;1076.410;28.553;70.324;0.000;37.275;263.528;4.447;294.068;294.635;1076.410;28.908;70.188;0.000;38.098;
26/08/26 07:06;0.000;0.000;6.147;282.353;293.857;1076.410;28.977;70.324;0.000;37.801;263.528;3.52;302.992;282.151;1076.410;28.795;70.188;0.000;38.264;
26/08/26 07:07;0.000;0.000;6.631;286.565;291.254;1076.410;28.687;70.324;0.000;37.642;263.528;3.815;303.402;279.565;1076.410;28.508;70.188;0.000;37.989;
26/08/26 07:08;0.000;0.000;4.663;297.505;263.553;1076.410;28.819;70.324;0.000;38.116;263.528;4.073;303.739;298.592;1076.410;28.907;70.188;0.000;38.399;
26/08/26 07:09;0.000;0.000;5.244;293.554;293.823;1076.410;28.957;70.324;0.000;38.131;263.528;5.009;302.743;315.914;1076.410;28.766;70.188;0.000;38.227;
26/08/26 07:10;0.000;0.000;2.123;307.293;311.57;1076.410;28.824;70.324;0.000;38.427;263.528;3.915;302.801;296.183;1076.410;28.633;70.188;0.000;38.096;
26/08/26 07:11;0.000;0.000;5.515;302.009;313.781;1076.410;29.049;70.324;0.000;38.487;263.528;4.309;301.607;303.871;1076.410;29.045;70.188;0.000;38.47;
26/08/26 07:12;0.000;0.000;3.822;308.927;305.886;1076.410;29.19;70.324;0.000;38.844;263.528;4.813;314.463;300.672;1076.410;28.749;70.188;0.000;38.576;
26/08/26 07:13;0.000;0.000;6.078;316.721;324.833;1076.410;29.275;70.324;0.000;39.173;263.528;4.544;304.043;340.209;1076.410;28.796;70.188;0.000;38.297;
26/08/26 07:14;0.000;0.000;2.532;320.815;309.739;1076.410;29.319;70.324;0.000;39.344;263.528;3.796;336.452;310.15;1076.410;29.165;70.188;0.000;39.679;
26/08/26 07:15;0.000;0.000;5.429;305.322;290.55;1076.410;28.898;70.324;0.000;38.439;263.528;3.721;340.036;314.169;1076.410;28.954;70.188;0.000;39.58;
26/08/26 07:16;0.000;0.000;5.243;313.821;335.249;1076.410;29.406;70.324;0.000;39.213;263.528;3.977;303.989;331.417;1076.410;29.331;70.188;0.000;38.831;
26/08/26 07:17;0.000;0.000;4.339;325.776;319.59;1076.410;28.994;70.324;0.000;39.174;263.528;4.073;334.243;329.599;1076.410;29.114;70.188;0.000;39.559;
26/08/26 07:18;0.000;0.000;6.169;331.568;312.43;1076.410;29.078;70.324;0.000;39.439;263.528;4.595;341.913;326.503;1076.410;29.502;70.188;0.000;40.187;
26/08/26 07:19;0.000;0.000;4.872;346.345;338.428;1076.410;29.013;70.324;0.000;39.836;263.528;6.253;366.329;331.969;1076.410;29.368;70.188;0.000;40.816;
26/08/26 07:20;0.000;0.000;3.227;351.885;328.282;1076.410;29.331;70.324;0.000;40.327;263.528;4.61;366.368;346.946;1076.410;29.339;70.188;0.000;40.788;
26/08/26 07:21;0.000;0.000;4.994;359.414;345.817;1076.410;29.693;70.324;0.000;40.925;263.528;3.934;323.552;339.995;1076.410;29.314;70.188;0.000;39.425;
26/08/26 07:22;0.000;0.000;5.779;339.581;363.215;1076.410;29.791;70.324;0.000;40.403;263.528;4.681;362.94;360.997;1076.410;29.458;70.188;0.000;40.8;
26/08/26 07:23;0.000;0.000;3.493;351.307;356.951;1076.410;29.695;70.324;0.000;40.673;263.528;4.149;352.721;347.55;1076.410;29.54;70.188;0.000;40.563;
26/08/26 07:24;0.000;0.000;5.428;349.099;370.429;1076.410;29.367;70.324;0.000;40.276;263.528;4.555;358.559;360.31;1076.410;29.095;70.188;0.000;40.3;
26/08/26 07:25;0.000;0.000;4.175;367.469;363.593;1076.410;29.457;70.324;0.000;40.94;263.528;5.17;357.105;340.014;1076.410;29.22;70.188;0.000;40.38;
26/08/26 07:26;0.000;0.000;2.488;369.075;349.832;1076.410;29.548;70.324;0.000;41.082;263.528;4.443;385.594;366.39;1076.410;29.311;70.188;0.000;41.361;
26/08/26 07:27;0.000;0.000;3.525;369.73;359.031;1076.410;29.286;70.324;0.000;40.84;263.528;4.612;385.503;363.384;1076.410;29.269;70.188;0.000;41.316;
26/08/26 07:28;0.000;0.000;5.63;365.254;371.219;1076.410;29.288;70.324;0.000;40.702;263.528;4.247;381.137;359.976;1076.410;29.761;70.188;0.000;41.672;
26/08/26 07:29;0.000;0.000;4.733;385.456;383.621;1076.410;29.672;70.324;0.000;41.718;263.528;2.843;355.98;392.218;1076.410;29.869;70.188;0.000;40.993;
26/08/26 07:30;0.000;0.000;5.352;382.175;383.649;1076.410;29.863;70.324;0.000;41.806;263.528;5.061;380.795;367.527;1076.410;29.504;70.188;0.000;41.404;
26/08/26 07:31;0.000;0.000;5.34;381.089;394.586;1076.410;29.675;70.324;0.000;41.584;263.528;4.875;372.853;382.807;1076.410;29.892;70.188;0.000;41.544;
26/08/26 07:32;0.000;0.000;3.551;381.176;393.475;1076.410;29.603;70.324;0.000;41.515;263.528;3.114;398.803;384.198;1076.410;29.636;70.188;0.000;42.099;
26/08/26 07:33;0.000;0.000;3.274;396.051;381.241;1076.410;29.673;70.324;0.000;42.05;263.528;5.62;387.296;385.18;1076.410;29.662;70.188;0.000;41.765;
26/08/26 07:34;0.000;0.000;4.027;405.153;370.129;1076.410;29.933;70.324;0.000;42.594;263.528;2.803;412.463;402.533;1076.410;29.67;70.188;0.000;42.559;
26/08/26 07:35;0.000;0.000;5.786;412.822;395.638;1076.410;29.5;70.324;0.000;42.401;263.528;3.886;408.76;391.539;1076.410;29.709;70.188;0.000;42.483;
26/08/26 07:36;0.000;0.000;5.591;400.008;410.566;1076.410;30.122;70.324;0.000;42.622;263.528;3.836;411.652;404.542;1076.410;29.8;70.188;0.000;42.664;
26/08/26 07:37;0.000;0.000;3.801;431.063;398.809;1076.410;29.666;70.324;0.000;43.137;263.528;4.933;408.735;400.529;1076.410;29.726;70.188;0.000;42.499;
26/08/26 07:38;0.000;0.000;4.58;435.003;433.768;1076.410;29.909;70.324;0.000;43.503;263.528;3.671;412.547;409.609;1076.410;29.932;70.188;0.000;42.824;
26/08/26 07:39;0.000;0.000;3.654;428.323;417.026;1076.410;29.723;70.324;0.000;43.108;263.528;4.495;426.911;426.234;1076.410;29.791;70.188;0.000;43.132;
26/08/26 07:40;0.000;0.000;6.059;420.168;420.841;1076.410;30.108;70.324;0.000;43.238;263.528;4.775;436.168;404.33;1076.410;29.799;70.188;0.000;43.429;
26/08/26 07:41;0.000;0.000;4.225;421.086;416.951;1076.410;30.118;70.324;0.000;43.277;263.528;4.181;421.745;411.188;1076.410;29.708;70.188;0.000;42.888;
26/08/26 07:42;0.000;0.000;5.539;422.983;404.098;1076.410;29.935;70.324;0.000;43.153;263.528;4.323;433.284;431.013;1076.410;30.057;70.188;0.000;43.597;
26/08/26 07:43;0.000;0.000;2.811;451.979;417.023;1076.410;30.07;70.324;0.000;44.194;263.528;5.117;422.377;458.1;1076.410;30.072;70.188;0.000;43.271;
26/08/26 07:44;0.000;0.000;2.785;445.629;416.203;1076.410;29.552;70.324;0.000;43.478;263.528;3.603;450.477;435.645;1076.410;30.053;70.188;0.000;44.13;
26/08/26 07:45;0.000;0.000;3.057;425.626;419.74;1076.410;30.067;70.324;0.000;43.368;263.528;5.009;431.86;464.793;1076.410;29.566;70.188;0.000;43.062;
26/08/26 07:46;0.000;0.000;4.978;438.848;463.914;1076.410;30.118;70.324;0.000;43.832;263.528;4.417;453.488;443.287;1076.410;30.272;70.188;0.000;44.444;
26/08/26 07:47;0.000;0.000;5.63;450.857;449.028;1076.410;30.195;70.324;0.000;44.284;263.528;3.923;441.747;456.908;1076.410;30.21;70.188;0.000;44.015;
26/08/26 07:48;0.000;0.000;4.642;449.979;438.945;1076.410;30.209;70.324;0.000;44.271;263.528;4.352;448.245;445.519;1076.410;29.816;70.188;0.000;43.824;
26/08/26 07:49;0.000;0.000;4.031;460.969;452.781;1076.410;30.279;70.324;0.000;44.684;263.528;5.343;449.321;458.004;1076.410;30.489;70.188;0.000;44.53;
26/08/26 07:50;0.000;0.000;7.415;462.462;470.207;1076.410;30.611;70.324;0.000;45.063;263.528;4.268;460.172;451.51;1076.410;30.453;70.188;0.000;44.833;
26/08/26 07:51;0.000;0.000;2.511;462.594;463.359;1076.410;30.33;70.324;0.000;44.786;263.528;3.871;464.36;450.925;1076.410;30.278;70.188;0.000;44.789;
26/08/26 07:52;0.000;0.000;4.913;459.622;477.983;1076.410;30.298;70.324;0.000;44.661;263.528;3.326;481.669;481.469;1076.410;30.092;70.188;0.000;45.144;
26/08/26 07:53;0.000;0.000;2.437;473.515;488.311;1076.410;30.464;70.324;0.000;45.261;263.528;4.032;467.486;459.744;1076.410;30.284;70.188;0.000;44.893;
26/08/26 07:54;0.000;0.000;4.351;462.394;481.573;1076.410;30.341;70.324;0.000;44.791;263.528;5.081;476.579;460.819;1076.410;30.355;70.188;0.000;45.248;
26/08/26 07:55;0.000;0.000;3.521;471.459;482.618;1076.410;30.512;70.324;0.000;45.245;263.528;3.24;472.726;485.961;1076.410;30.135;70.188;0.000;44.908;
26/08/26 07:56;0.000;0.000;4.623;494.681;503.686;1076.410;30.545;70.324;0.000;46.004;263.528;5.115;498.921;499.628;1076.410;30.379;70.188;0.000;45.97;
26/08/26 07:57;0.000;0.000;5.783;495.107;460.095;1076.410;30.567;70.324;0.000;46.039;263.528;4.533;473.72;482.724;1076.410;30.095;70.188;0.000;44.899;
26/08/26 07:58;0.000;0.000;5.068;488.763;481.939;1076.410;30.996;70.324;0.000;46.27;263.528;5.606;499.445;482.429;1076.410;30.428;70.188;0.000;46.036;
26/08/26 07:59;0.000;0.000;5.359;504.119;478.91;1076.410;30.474;70.324;0.000;46.228;263.528;1.911;493.629;494.171;1076.410;30.52;70.188;0.000;45.946;
26/08/26 08:00;0.000;0.000;4.717;490.361;503.73;1076.410;30.508;70.324;0.000;45.832;263.528;2.353;499.02;513.016;1076.410;30.671;70.188;0.000;46.265;
26/08/26 08:01;0.000;0.000;3.187;491.765;495.502;1076.410;30.953;70.324;0.000;46.321;263.528;4.159;493.828;502.686;1076.410;30.684;70.188;0.000;46.116;
26/08/26 08:02;0.000;0.000;3.166;502.081;509.179;1076.410;30.439;70.324;0.000;46.129;263.528;5.486;496.805;502.742;1076.410;30.441;70.188;0.000;45.966;
26/08/26 08:03;0.000;0.000;5.859;501.045;515.86;1076.410;30.696;70.324;0.000;46.354;263.528;5.864;512.857;532.407;1076.410;30.701;70.188;0.000;46.728;
26/08/26 08:04;0.000;0.000;4.487;516.123;524.464;1076.410;30.541;70.324;0.000;46.67;263.528;5.077;503.581;534.423;1076.410;30.293;70.188;0.000;46.03;
26/08/26 08:05;0.000;0.000;3.359;532.323;501.318;1076.410;30.573;70.324;0.000;47.208;263.528;3.128;519.258;508.996;1076.410;30.798;70.188;0.000;47.025;
26/08/26 08:06;0.000;0.000;2.79;509.76;505.21;1076.410;30.761;70.324;0.000;46.691;263.528;3.863;508.32;490.665;1076.410;30.919;70.188;0.000;46.804;
26/08/26 08:07;0.000;0.000;2.414;507.594;517.67;1076.410;30.971;70.324;0.000;46.833;263.528;5.34;531.8;514.201;1076.410;30.865;70.188;0.000;47.484;
26/08/26 08:08;0.000;0.000;5.093;526.677;508.393;1076.410;31.117;70.324;0.000;47.576;263.528;4.947;550.388;524.116;1076.410;30.884;70.188;0.000;48.084;
26/08/26 08:09;0.000;0.000;4.547;544.059;519.213;1076.410;30.945;70.324;0.000;47.947;263.528;3.783;525.576;540.034;1076.410;31.047;70.188;0.000;47.471;
26/08/26 08:10;0.000;0.000;3.136;528.405;536.848;1076.410;30.818;70.324;0.000;47.331;263.528;3.491;516.324;526.352;1076.410;30.496;70.188;0.000;46.631;
26/08/26 08:11;0.000;0.000;4.292;551.718;542.679;1076.410;30.992;70.324;0.000;48.233;263.528;4.453;539.264;524.068;1076.410;30.888;70.188;0.000;47.74;
26/08/26 08:12;0.000;0.000;4.106;538.795;523.633;1076.410;31.049;70.324;0.000;47.886;263.528;4.568;551.213;541.551;1076.410;30.832;70.188;0.000;48.057;
26/08/26 08:13;0.000;0.000;5.923;560.496;553.299;1076.410;30.964;70.324;0.000;48.48;263.528;2.511;550.461;552.02;1076.410;31.035;70.188;0.000;48.237;
26/08/26 08:14;0.000;0.000;3.594;550.534;525.218;1076.410;30.928;70.324;0.000;48.132;263.528;2.586;554.022;552.536;1076.410;30.636;70.188;0.000;47.949;
26/08/26 08:15;0.000;0.000;5.471;553.253;544.777;1076.410;31.069;70.324;0.000;48.358;263.528;3.76;565.105;552.752;1076.410;30.959;70.188;0.000;48.619;
26/08/26 08:16;0.000;0.000;5.064;554.387;559.109;1076.410;31.175;70.324;0.000;48.5;263.528;3.595;549.325;548.271;1076.410;30.96;70.188;0.000;48.126;
26/08/26 08:17;0.000;0.000;6.088;552.129;572.921;1076.410;31.185;70.324;0.000;48.439;263.528;2.962;569.364;554.992;1076.410;31.286;70.188;0.000;49.079;
26/08/26 08:18;0.000;0.000;5.327;566.064;566.515;1076.410;31.085;70.324;0.000;48.774;263.528;3.699;554.152;561.017;1076.410;31.277;70.188;0.000;48.594;
26/08/26 08:19;0.000;0.000;5.413;559.042;571.249;1076.410;30.958;70.324;0.000;48.428;263.528;4.974;573.41;577.646;1076.410;30.611;70.188;0.000;48.53;
26/08/26 08:20;0.000;0.000;3.233;575.877;550.871;1076.410;31.129;70.324;0.000;49.125;263.528;3.886;590.123;584.427;1076.410;31.181;70.188;0.000;49.622;
26/08/26 08:21;0.000;0.000;4.838;569.741;570.779;1076.410;30.925;70.324;0.000;48.729;263.528;4.231;588.706;571.361;1076.410;31.201;70.188;0.000;49.598;
26/08/26 08:22;0.000;0.000;4.772;572.635;566.386;1076.410;31.294;70.324;0.000;49.189;263.528;4.463;570.793;566.264;1076.410;31.259;70.188;0.000;49.096;
26/08/26 08:23;0.000;0.000;4.909;586.15;577.088;1076.410;31.318;70.324;0.000;49.635;263.528;4.911;583.875;592.236;1076.410;31.102;70.188;0.000;49.348;
26/08/26 08:24;0.000;0.000;3.162;592.035;586.295;1076.410;31.389;70.324;0.000;49.89;263.528;5.093;597.55;583.397;1076.410;31.006;70.188;0.000;49.679;
26/08/26 08:25;0.000;0.000;2.272;589.163;589.398;1076.410;31.335;70.324;0.000;49.746;263.528;4.437;596.462;604.526;1076.410;31.266;70.188;0.000;49.905;
26/08/26 08:26;0.000;0.000;4.757;580.187;593.054;1076.410;31.583;70.324;0.000;49.714;263.528;4.715;596.898;583.338;1076.410;31.395;70.188;0.000;50.048;
26/08/26 08:27;0.000;0.000;4.256;602.835;598.134;1076.410;31.146;70.324;0.000;49.985;263.528;4.248;578.293;597.438;1076.410;31.095;70.188;0.000;49.167;
26/08/26 08:28;0.000;0.000;5.465;588.505;575.031;1076.410;31.759;70.324;0.000;50.15;263.528;4.127;590.624;600.447;1076.410;31.526;70.188;0.000;49.983;
26/08/26 08:29;0.000;0.000;3.979;608.968;614.062;1076.410;31.289;70.324;0.000;50.319;263.528;3.541;593.508;615.343;1076.410;31.334;70.188;0.000;49.881;
26/08/26 08:30;0.000;0.000;3.442;605.653;616.583;1076.410;31.487;70.324;0.000;50.414;263.528;4.052;598.406;596.926;1076.410;31.198;70.188;0.000;49.898;
26/08/26 08:31;0.000;0.000;5.684;630.85;591.552;1076.410;31.775;70.324;0.000;51.489;263.528;5.04;610.216;603.638;1076.410;31.242;70.188;0.000;50.311;
26/08/26 08:32;0.000;0.000;5.315;627.014;620.531;1076.410;31.052;70.324;0.000;50.646;263.528;4.178;641.502;625.52;1076.410;31.646;70.188;0.000;51.693;
26/08/26 08:33;0.000;0.000;3.892;625.138;627.443;1076.410;31.439;70.324;0.000;50.975;263.528;4.268;619.5;612.826;1076.410;31.584;70.188;0.000;50.943;
26/08/26 08:34;0.000;0.000;6.241;618.413;614.133;1076.410;31.643;70.324;0.000;50.968;263.528;4.553;640.914;638.815;1076.410;31.304;70.188;0.000;51.333;
26/08/26 08:35;0.000;0.000;5.147;615.942;618.831;1076.410;31.969;70.324;0.000;51.217;263.528;2.81;646.139;616.505;1076.410;31.662;70.188;0.000;51.854;
26/08/26 08:36;0.000;0.000;3.615;628.002;630.538;1076.410;31.47;70.324;0.000;51.095;263.528;2.799;647.431;623.116;1076.410;31.422;70.188;0.000;51.654;
26/08/26 08:37;0.000;0.000;3.51;627.605;622.591;1076.410;31.564;70.324;0.000;51.177;263.528;3.795;611.427;645.602;1076.410;31.569;70.188;0.000;50.676;
26/08/26 08:38;0.000;0.000;4.683;633.01;628.051;1076.410;31.427;70.324;0.000;51.209;263.528;6.628;638.955;631.535;1076.410;31.632;70.188;0.000;51.599;
26/08/26 08:39;0.000;0.000;2.207;635.247;653.604;1076.410;31.647;70.324;0.000;51.498;263.528;3.506;657.931;630.42;1076.410;31.64;70.188;0.000;52.2;
26/08/26 08:40;0.000;0.000;3.949;635.032;646.334;1076.410;31.87;70.324;0.000;51.715;263.528;4.626;638.222;642.703;1076.410;31.742;70.188;0.000;51.686;
26/08/26 08:41;0.000;0.000;4.55;644.838;616.954;1076.410;31.669;70.324;0.000;51.82;263.528;4.498;655.591;638.357;1076.410;31.569;70.188;0.000;52.056;
26/08/26 08:42;0.000;0.000;4.738;649.54;665.371;1076.410;31.786;70.324;0.000;52.084;263.528;2.774;680.694;642.018;1076.410;31.706;70.188;0.000;52.978;
26/08/26 08:43;0.000;0.000;5.035;666.041;635.068;1076.410;31.79;70.324;0.000;52.604;263.528;3.642;650.861;637.827;1076.410;31.968;70.188;0.000;52.307;
26/08/26 08:44;0.000;0.000;4.932;678.055;640.864;1076.410;31.661;70.324;0.000;52.85;263.528;5.244;661.485;654.754;1076.410;31.503;70.188;0.000;52.174;
26/08/26 08:45;0.000;0.000;4.998;651.281;654.82;1076.410;31.718;70.324;0.000;52.071;263.528;4.382;656.472;664.277;1076.410;31.562;70.188;0.000;52.077;
26/08/26 08:46;0.000;0.000;2.565;661.97;652.724;1076.410;31.985;70.324;0.000;52.672;263.528;3.363;679.379;643.931;1076.410;32.091;70.188;0.000;53.322;
26/08/26 08:47;0.000;0.000;4.801;658.986;668.46;1076.410;31.983;70.324;0.000;52.576;263.528;4.608;666.397;666.091;1076.410;31.753;70.188;0.000;52.578;
26/08/26 08:48;0.000;0.000;4.407;683.294;679.456;1076.410;31.925;70.324;0.000;53.278;263.528;3.938;675.45;682.756;1076.410;31.617;70.188;0.000;52.725;
26/08/26 08:49;0.000;0.000;4.452;684.983;683.179;1076.410;31.712;70.324;0.000;53.118;263.528;3.68;676.478;675.953;1076.410;31.89;70.188;0.000;53.03;
26/08/26 08:50;0.000;0.000;3.044;667.11;651.152;1076.410;32.013;70.324;0.000;52.86;263.528;3.849;676.05;664.688;1076.410;32.07;70.188;0.000;53.197;
26/08/26 08:51;0.000;0.000;5.316;692.347;677.795;1076.410;31.846;70.324;0.000;53.482;263.528;4.045;680.448;691.85;1076.410;32.228;70.188;0.000;53.492;
26/08/26 08:52;0.000;0.000;5.335;683.957;667.207;1076.410;31.941;70.324;0.000;53.315;263.528;5.401;696.288;669.737;1076.410;32.032;70.188;0.000;53.791;
26/08/26 08:53;0.000;0.000;4.323;687.956;687.059;1076.410;32.246;70.324;0.000;53.745;263.528;4.701;678.544;688.041;1076.410;31.973;70.188;0.000;53.177;
26/08/26 08:54;0.000;0.000;4.89;692.208;698.732;1076.410;31.708;70.324;0.000;53.34;263.528;3.294;686.622;686.394;1076.410;32.095;70.188;0.000;53.552;
26/08/26 08:55;0.000;0.000;4.395;708.409;662.965;1076.410;31.944;70.324;0.000;54.082;263.528;6.291;699.791;697.74;1076.410;31.849;70.188;0.000;53.717;
26/08/26 08:56;0.000;0.000;4.18;696.263;704.471;1076.410;32.251;70.324;0.000;54.009;263.528;3.628;691.121;700.702;1076.410;31.82;70.188;0.000;53.418;
26/08/26 08:57;0.000;0.000;3.785;691.608;673.195;1076.410;31.906;70.324;0.000;53.519;263.528;5.067;712.414;682.343;1076.410;32.165;70.188;0.000;54.428;
26/08/26 08:58;0.000;0.000;4.497;689.204;711.632;1076.410;32.307;70.324;0.000;53.845;263.528;4.189;701.203;688.135;1076.410;32.048;70.188;0.000;53.961;
26/08/26 08:59;0.000;0.000;2.631;703.067;718.676;1076.410;32.097;70.324;0.000;54.068;263.528;4.123;722.593;688.829;1076.410;32.107;70.188;0.000;54.688;
26/08/26 09:00;0.000;0.000;4.305;707.616;713.296;1076.410;32.32;70.324;0.000;54.433;263.528;4.117;706.635;716.421;1076.410;32.214;70.188;0.000;54.296;
