Date,Year,Month,Day,DayOfWeek,MH_171C_MWh,MH_171DP1_MWh,MH_171DP2_MWh,MH_431_MWh,Primary_Energy_MWh,Specific_Yield_Psh
2021-10-23,2021,10,23,Saturday,35.72,35.8,35.84,36.18,35.72,0.714
2021-10-24,2021,10,24,Sunday,17.39,17.42,17.45,17.7,17.39,0.348
2021-10-25,2021,10,25,Monday,40.33,40.41,40.46,40.83,40.33,0.807
2021-10-26,2021,10,26,Tuesday,6.79,6.81,6.82,6.9,6.79,0.136
2021-10-27,2021,10,27,Wednesday,18.13,18.17,18.21,18.51,18.13,0.363
2021-10-28,2021,10,28,Thursday,38.16,38.23,38.31,38.69,38.16,0.763
2021-10-29,2021,10,29,Friday,76.17,76.31,76.46,76.97,76.17,1.523
2021-10-30,2021,10,30,Saturday,65.95,66.07,66.2,66.67,65.95,1.319
2021-10-31,2021,10,31,Sunday,100.36,100.53,100.77,101.39,100.36,2.007
2021-11-01,2021,11,1,Monday,106.53,106.72,106.96,107.59,106.53,2.131
2021-11-02,2021,11,2,Tuesday,77.85,78.0,78.18,78.69,77.85,1.557
2021-11-03,2021,11,3,Wednesday,87.68,87.83,88.02,88.57,87.68,1.754
2021-11-04,2021,11,4,Thursday,46.91,46.99,47.04,47.44,46.91,0.938
2021-11-05,2021,11,5,Friday,58.45,58.55,58.62,59.07,58.45,1.169
2021-11-06,2021,11,6,Saturday,72.26,72.38,72.51,72.97,72.26,1.445
2021-11-07,2021,11,7,Sunday,123.43,123.64,123.96,124.68,123.43,2.469
2021-11-08,2021,11,8,Monday,90.98,91.14,91.34,91.9,90.98,1.82
2021-11-09,2021,11,9,Tuesday,74.45,74.58,74.72,75.21,74.45,1.489
2021-11-10,2021,11,10,Wednesday,68.3,68.43,68.56,69.03,68.3,1.366
2021-11-11,2021,11,11,Thursday,52.12,52.21,52.28,52.68,52.12,1.042
2021-11-12,2021,11,12,Friday,91.8,91.96,92.16,92.72,91.8,1.836
2021-11-13,2021,11,13,Saturday,17.11,17.15,17.21,17.49,17.11,0.342
2021-11-14,2021,11,14,Sunday,15.15,15.19,15.28,15.54,15.15,0.303
2021-11-15,2021,11,15,Monday,31.44,31.5,31.59,31.92,31.44,0.629
2021-11-16,2021,11,16,Tuesday,25.64,25.7,25.77,26.08,25.64,0.513
2021-11-17,2021,11,17,Wednesday,55.9,56.01,56.11,56.53,55.9,1.118
2021-11-18,2021,11,18,Thursday,51.42,51.52,51.62,52.03,51.42,1.028
2021-11-19,2021,11,19,Friday,67.87,67.99,68.1,68.57,67.87,1.357
2021-11-20,2021,11,20,Saturday,78.28,78.42,78.56,79.06,78.28,1.566
2021-11-21,2021,11,21,Sunday,65.27,65.34,65.46,65.93,65.27,1.305
2021-11-22,2021,11,22,Monday,87.49,87.64,87.82,88.37,87.49,1.75
2021-11-23,2021,11,23,Tuesday,45.94,46.03,46.09,46.48,45.94,0.919
2021-11-24,2021,11,24,Wednesday,25.46,25.51,25.57,25.88,25.46,0.509
2021-11-25,2021,11,25,Thursday,55.61,55.71,55.78,56.2,55.61,1.112
2021-11-26,2021,11,26,Friday,85.91,86.07,86.25,86.79,85.91,1.718
2021-11-27,2021,11,27,Saturday,38.71,38.78,38.84,39.19,38.71,0.774
2021-11-28,2021,11,28,Sunday,28.82,28.87,28.91,29.24,28.82,0.576
2021-11-29,2021,11,29,Monday,37.35,37.41,37.48,37.82,37.35,0.747
2021-11-30,2021,11,30,Tuesday,28.91,28.95,29.01,29.34,28.91,0.578
2021-12-01,2021,12,1,Wednesday,38.51,38.58,38.63,38.99,38.51,0.77
2021-12-02,2021,12,2,Thursday,53.47,53.57,53.66,54.06,53.47,1.069
2021-12-03,2021,12,3,Friday,58.74,58.85,58.95,59.38,58.74,1.175
2021-12-04,2021,12,4,Saturday,84.83,84.97,85.13,85.65,84.83,1.697
2021-12-05,2021,12,5,Sunday,59.09,59.18,59.28,59.72,59.09,1.182
2021-12-06,2021,12,6,Monday,48.04,48.13,48.21,48.59,48.04,0.961
2021-12-07,2021,12,7,Tuesday,85.14,85.3,85.46,85.99,85.14,1.703
2021-12-08,2021,12,8,Wednesday,86.34,86.5,86.71,87.24,86.34,1.727
2021-12-09,2021,12,9,Thursday,68.97,69.1,69.23,69.69,68.97,1.379
2021-12-10,2021,12,10,Friday,79.01,79.15,79.31,79.82,79.01,1.58
2021-12-11,2021,12,11,Saturday,87.94,88.09,88.28,88.82,87.94,1.759
2021-12-12,2021,12,12,Sunday,70.64,70.76,70.92,71.41,70.64,1.413
2021-12-13,2021,12,13,Monday,85.95,86.11,86.31,86.83,85.95,1.719
2021-12-14,2021,12,14,Tuesday,68.32,68.44,68.59,69.05,68.32,1.366
2021-12-15,2021,12,15,Wednesday,81.95,82.09,82.26,82.78,81.95,1.639
2021-12-16,2021,12,16,Thursday,144.2,144.44,144.91,145.72,144.2,2.884
2021-12-17,2021,12,17,Friday,85.55,85.7,85.89,86.43,85.55,1.711
2021-12-18,2021,12,18,Saturday,56.47,56.57,56.68,57.09,56.47,1.129
2021-12-19,2021,12,19,Sunday,34.33,34.38,34.44,34.78,34.33,0.687
2021-12-20,2021,12,20,Monday,132.75,132.96,133.34,134.1,132.75,2.655
2021-12-21,2021,12,21,Tuesday,106.1,106.28,106.59,107.22,106.1,2.122
2021-12-22,2021,12,22,Wednesday,137.35,137.59,138.05,138.82,137.35,2.747
2021-12-23,2021,12,23,Thursday,127.72,127.95,128.39,129.14,127.72,2.554
2021-12-24,2021,12,24,Friday,198.36,198.7,199.63,200.77,198.36,3.967
2021-12-25,2021,12,25,Saturday,128.67,128.89,129.41,130.18,128.67,2.573
2021-12-26,2021,12,26,Sunday,96.64,96.81,97.04,97.62,96.64,1.933
2021-12-27,2021,12,27,Monday,54.52,54.62,54.76,55.17,54.52,1.09
2021-12-28,2021,12,28,Tuesday,48.64,48.72,48.79,49.19,48.64,0.973
2021-12-29,2021,12,29,Wednesday,87.6,87.75,87.94,88.49,87.6,1.752
2021-12-30,2021,12,30,Thursday,95.08,95.24,95.45,96.02,95.08,1.902
2021-12-31,2021,12,31,Friday,92.62,92.79,92.97,93.52,92.62,1.852
2022-01-01,2022,1,1,Saturday,67.56,67.65,67.81,68.29,67.56,1.351
2022-01-02,2022,1,2,Sunday,60.76,60.85,60.95,61.39,60.76,1.215
2022-01-03,2022,1,3,Monday,84.83,84.98,85.15,85.68,84.83,1.697
2022-01-04,2022,1,4,Tuesday,92.5,92.67,92.89,93.46,92.5,1.85
2022-01-05,2022,1,5,Wednesday,133.41,133.64,134.01,134.75,133.41,2.668
2022-01-06,2022,1,6,Thursday,140.86,141.11,141.6,142.41,140.86,2.817
2022-01-07,2022,1,7,Friday,117.84,118.06,118.4,119.08,117.84,2.357
2022-01-08,2022,1,8,Saturday,109.17,109.36,109.69,110.35,109.17,2.183
2022-01-09,2022,1,9,Sunday,75.3,75.41,75.6,76.13,75.3,1.506
2022-01-10,2022,1,10,Monday,142.3,142.54,143.02,143.83,142.3,2.846
2022-01-11,2022,1,11,Tuesday,188.04,188.37,189.11,190.17,188.04,3.761
2022-01-12,2022,1,12,Wednesday,111.64,111.83,112.17,112.85,111.64,2.233
2022-01-13,2022,1,13,Thursday,179.67,179.97,180.7,181.73,179.67,3.593
2022-01-14,2022,1,14,Friday,127.32,127.54,127.97,128.74,127.32,2.546
2022-01-15,2022,1,15,Saturday,157.71,157.98,158.52,159.42,157.71,3.154
2022-01-16,2022,1,16,Sunday,176.43,176.73,177.42,178.45,176.43,3.529
2022-01-17,2022,1,17,Monday,120.59,120.82,121.13,121.84,120.59,2.412
2022-01-18,2022,1,18,Tuesday,125.99,126.21,126.66,127.43,125.99,2.52
2022-01-19,2022,1,19,Wednesday,183.16,183.49,184.21,185.26,183.16,3.663
2022-01-20,2022,1,20,Thursday,195.46,195.79,196.57,197.69,195.46,3.909
2022-01-21,2022,1,21,Friday,193.57,193.92,194.75,195.86,193.57,3.871
2022-01-22,2022,1,22,Saturday,259.46,259.91,261.35,262.91,259.46,5.189
2022-01-23,2022,1,23,Sunday,242.15,242.58,243.85,245.27,242.15,4.843
2022-01-24,2022,1,24,Monday,231.09,231.51,232.71,234.06,231.09,4.622
2022-01-25,2022,1,25,Tuesday,160.02,160.31,161.02,161.97,160.02,3.2
2022-01-26,2022,1,26,Wednesday,245.81,246.24,247.59,249.06,245.81,4.916
2022-01-27,2022,1,27,Thursday,226.88,227.29,228.4,229.71,226.88,4.538
2022-01-28,2022,1,28,Friday,257.72,258.17,259.61,261.13,257.72,5.154
2022-01-29,2022,1,29,Saturday,205.66,206.07,207.2,208.44,205.66,4.113
2022-01-30,2022,1,30,Sunday,102.05,102.25,102.54,103.15,102.05,2.041
2022-01-31,2022,1,31,Monday,61.59,61.72,61.83,62.27,61.59,1.232
2022-02-01,2022,2,1,Tuesday,86.51,86.68,86.87,87.4,86.51,1.73
2022-02-02,2022,2,2,Wednesday,140.61,140.87,141.26,142.05,140.61,2.812
2022-02-03,2022,2,3,Thursday,97.94,98.1,98.32,98.9,97.94,1.959
2022-02-04,2022,2,4,Friday,99.5,99.69,99.9,100.48,99.5,1.99
2022-02-05,2022,2,5,Saturday,56.7,56.81,56.93,57.36,56.7,1.134
2022-02-06,2022,2,6,Sunday,91.1,91.26,91.49,92.07,91.1,1.822
2022-02-07,2022,2,7,Monday,217.23,217.6,218.66,219.94,217.23,4.345
2022-02-08,2022,2,8,Tuesday,217.24,217.62,218.77,220.09,217.24,4.345
2022-02-09,2022,2,9,Wednesday,164.33,164.62,165.33,166.31,164.33,3.287
2022-02-10,2022,2,10,Thursday,147.54,147.8,148.33,149.21,147.54,2.951
2022-02-11,2022,2,11,Friday,160.67,160.96,161.62,162.58,160.67,3.213
2022-02-12,2022,2,12,Saturday,146.03,146.29,146.87,147.74,146.03,2.921
2022-02-13,2022,2,13,Sunday,145.27,145.54,146.06,146.91,145.27,2.905
2022-02-14,2022,2,14,Monday,91.52,91.68,91.89,92.46,91.52,1.83
2022-02-15,2022,2,15,Tuesday,115.43,115.65,115.97,116.64,115.43,2.309
2022-02-16,2022,2,16,Wednesday,118.5,118.71,119.05,119.75,118.5,2.37
2022-02-17,2022,2,17,Thursday,179.16,179.48,180.26,181.32,179.16,3.583
2022-02-18,2022,2,18,Friday,192.1,192.43,193.32,194.43,192.1,3.842
2022-02-19,2022,2,19,Saturday,253.5,253.95,255.42,256.95,253.5,5.07
2022-02-20,2022,2,20,Sunday,105.22,105.42,105.69,106.31,105.22,2.104
2022-02-21,2022,2,21,Monday,163.94,164.24,164.83,165.76,163.94,3.279
2022-02-22,2022,2,22,Tuesday,291.04,291.55,293.28,295.06,291.04,5.821
2022-02-23,2022,2,23,Wednesday,241.08,241.51,242.72,244.12,241.08,4.822
2022-02-24,2022,2,24,Thursday,192.78,193.12,193.94,195.04,192.78,3.856
2022-02-25,2022,2,25,Friday,187.7,188.03,188.78,189.85,187.7,3.754
2022-02-26,2022,2,26,Saturday,154.59,154.87,155.45,156.35,154.59,3.092
2022-02-27,2022,2,27,Sunday,146.67,146.93,147.45,148.31,146.67,2.933
2022-02-28,2022,2,28,Monday,246.03,246.47,247.76,249.25,246.03,4.921
2022-03-01,2022,3,1,Tuesday,251.36,251.81,253.18,254.72,251.36,5.027
2022-03-02,2022,3,2,Wednesday,99.96,100.14,100.4,101.03,99.96,1.999
2022-03-03,2022,3,3,Thursday,243.16,243.6,244.88,246.35,243.16,4.863
2022-03-04,2022,3,4,Friday,230.09,230.51,231.64,232.99,230.09,4.602
2022-03-05,2022,3,5,Saturday,259.55,260.02,261.45,263.03,259.55,5.191
2022-03-06,2022,3,6,Sunday,187.91,188.25,189.02,190.1,187.91,3.758
2022-03-07,2022,3,7,Monday,210.8,211.19,212.23,213.5,210.8,4.216
2022-03-08,2022,3,8,Tuesday,167.78,168.08,168.73,169.71,167.78,3.356
2022-03-09,2022,3,9,Wednesday,228.69,229.11,230.28,231.65,228.69,4.574
2022-03-10,2022,3,10,Thursday,231.73,232.13,233.26,234.58,231.73,4.635
2022-03-11,2022,3,11,Friday,279.41,279.91,281.54,283.22,279.41,5.588
2022-03-12,2022,3,12,Saturday,260.98,261.44,262.89,264.44,260.98,5.22
2022-03-13,2022,3,13,Sunday,175.91,176.23,176.92,177.92,175.91,3.518
2022-03-14,2022,3,14,Monday,209.11,209.48,210.41,211.6,209.11,4.182
2022-03-15,2022,3,15,Tuesday,238.57,238.99,240.26,241.68,238.57,4.771
2022-03-16,2022,3,16,Wednesday,210.81,211.19,212.11,213.31,210.81,4.216
2022-03-17,2022,3,17,Thursday,265.47,265.95,267.49,269.08,265.47,5.309
2022-03-18,2022,3,18,Friday,240.73,241.16,242.43,243.89,240.73,4.815
2022-03-19,2022,3,19,Saturday,188.45,188.79,189.67,190.8,188.45,3.769
2022-03-20,2022,3,20,Sunday,230.07,230.49,231.65,232.99,230.07,4.601
2022-03-21,2022,3,21,Monday,170.41,170.73,171.53,172.59,170.41,3.408
2022-03-22,2022,3,22,Tuesday,229.23,229.63,230.75,232.11,229.23,4.585
2022-03-23,2022,3,23,Wednesday,238.54,238.97,240.28,241.73,238.54,4.771
2022-03-24,2022,3,24,Thursday,205.2,205.58,206.61,207.85,205.2,4.104
2022-03-25,2022,3,25,Friday,270.74,271.24,272.76,274.41,270.74,5.415
2022-03-26,2022,3,26,Saturday,281.74,282.26,283.9,285.62,281.74,5.635
2022-03-27,2022,3,27,Sunday,265.36,265.85,267.41,269.05,265.36,5.307
2022-03-28,2022,3,28,Monday,267.17,267.66,269.17,270.82,267.17,5.343
2022-03-29,2022,3,29,Tuesday,225.52,225.92,227.05,228.41,225.52,4.51
2022-03-30,2022,3,30,Wednesday,180.04,180.36,181.25,182.38,180.04,3.601
2022-03-31,2022,3,31,Thursday,54.99,55.1,55.25,55.68,54.99,1.1
2022-04-01,2022,4,1,Friday,143.73,143.98,144.48,145.35,143.73,2.875
2022-04-02,2022,4,2,Saturday,219.87,220.27,221.23,222.51,219.87,4.397
2022-04-03,2022,4,3,Sunday,110.41,110.62,110.91,111.58,110.41,2.208
2022-04-04,2022,4,4,Monday,100.7,100.88,101.11,101.73,100.7,2.014
2022-04-05,2022,4,5,Tuesday,144.04,144.29,144.88,145.77,144.04,2.881
2022-04-06,2022,4,6,Wednesday,224.48,224.88,226.01,227.37,224.48,4.49
2022-04-07,2022,4,7,Thursday,246.5,246.93,248.14,249.62,246.5,4.93
2022-04-08,2022,4,8,Friday,261.95,262.41,263.76,265.32,261.95,5.239
2022-04-09,2022,4,9,Saturday,280.65,281.14,282.72,284.43,280.65,5.613
2022-04-10,2022,4,10,Sunday,235.8,236.21,237.28,238.63,235.8,4.716
2022-04-11,2022,4,11,Monday,272.93,273.41,274.92,276.58,272.93,5.459
2022-04-12,2022,4,12,Tuesday,245.53,245.96,247.22,248.68,245.53,4.911
2022-04-13,2022,4,13,Wednesday,216.05,216.42,217.54,218.88,216.05,4.321
2022-04-14,2022,4,14,Thursday,188.39,188.73,189.53,190.67,188.39,3.768
2022-04-15,2022,4,15,Friday,234.65,235.07,236.24,237.68,234.65,4.693
2022-04-16,2022,4,16,Saturday,152.23,152.5,152.99,153.88,152.23,3.045
2022-04-17,2022,4,17,Sunday,202.57,202.94,203.76,204.91,202.57,4.051
2022-04-18,2022,4,18,Monday,261.93,262.39,263.77,265.34,261.93,5.239
2022-04-19,2022,4,19,Tuesday,183.03,183.38,184.05,185.09,183.03,3.661
2022-04-20,2022,4,20,Wednesday,207.49,207.87,208.82,210.07,207.49,4.15
2022-04-21,2022,4,21,Thursday,266.45,266.93,268.32,269.93,266.45,5.329
2022-04-22,2022,4,22,Friday,257.36,257.83,259.13,260.68,257.36,5.147
2022-04-23,2022,4,23,Saturday,251.35,251.8,253.12,254.67,251.35,5.027
2022-04-24,2022,4,24,Sunday,236.77,237.2,238.44,239.9,236.77,4.735
2022-04-25,2022,4,25,Monday,261.32,261.81,263.19,264.8,261.32,5.226
2022-04-26,2022,4,26,Tuesday,249.88,250.34,251.67,253.2,249.88,4.998
2022-04-27,2022,4,27,Wednesday,267.94,268.42,269.89,271.52,267.94,5.359
2022-04-28,2022,4,28,Thursday,276.3,276.8,278.32,280.01,276.3,5.526
2022-04-29,2022,4,29,Friday,225.93,226.36,227.45,228.84,225.93,4.519
2022-04-30,2022,4,30,Saturday,151.52,151.82,152.42,153.35,151.52,3.03
2022-05-01,2022,5,1,Sunday,168.41,168.73,169.38,170.38,168.41,3.368
2022-05-02,2022,5,2,Monday,106.63,106.83,107.06,107.72,106.63,2.133
2022-05-03,2022,5,3,Tuesday,255.55,255.99,257.4,258.96,255.55,5.111
2022-05-04,2022,5,4,Wednesday,235.85,236.27,237.44,238.83,235.85,4.717
2022-05-05,2022,5,5,Thursday,189.51,189.86,190.73,191.87,189.51,3.79
2022-05-06,2022,5,6,Friday,276.23,276.72,278.28,279.96,276.23,5.525
2022-05-07,2022,5,7,Saturday,247.7,248.14,249.38,250.86,247.7,4.954
2022-05-08,2022,5,8,Sunday,98.09,98.28,98.57,99.21,98.09,1.962
2022-05-09,2022,5,9,Monday,188.95,189.31,190.2,191.34,188.95,3.779
2022-05-10,2022,5,10,Tuesday,256.04,256.5,257.95,259.53,256.04,5.121
2022-05-11,2022,5,11,Wednesday,223.82,224.23,225.46,226.85,223.82,4.476
2022-05-12,2022,5,12,Thursday,249.66,250.12,251.55,253.1,249.66,4.993
2022-05-13,2022,5,13,Friday,272.42,272.95,274.44,276.09,272.42,5.448
2022-05-14,2022,5,14,Saturday,275.17,275.7,277.18,278.85,275.17,5.503
2022-05-15,2022,5,15,Sunday,191.96,192.34,193.28,194.45,191.96,3.839
2022-05-16,2022,5,16,Monday,164.42,164.73,165.4,166.39,164.42,3.288
2022-05-17,2022,5,17,Tuesday,173.43,173.74,174.4,175.4,173.43,3.469
2022-05-18,2022,5,18,Wednesday,233.21,233.63,234.68,236.04,233.21,4.664
2022-05-19,2022,5,19,Thursday,209.94,210.31,211.31,212.58,209.94,4.199
2022-05-20,2022,5,20,Friday,206.14,206.5,207.53,208.76,206.14,4.123
2022-05-21,2022,5,21,Saturday,235.13,235.55,236.76,238.14,235.13,4.703
2022-05-22,2022,5,22,Sunday,268.59,269.07,270.5,272.1,268.59,5.372
2022-05-23,2022,5,23,Monday,270.6,271.08,272.58,274.23,270.6,5.412
2022-05-24,2022,5,24,Tuesday,276.4,276.89,278.45,280.11,276.4,5.528
2022-05-25,2022,5,25,Wednesday,164.63,164.93,165.74,166.78,164.63,3.293
2022-05-26,2022,5,26,Thursday,247.3,247.73,249.06,250.57,247.3,4.946
2022-05-27,2022,5,27,Friday,251.25,251.71,253.07,254.6,251.25,5.025
2022-05-28,2022,5,28,Saturday,282.85,283.39,284.94,286.63,282.85,5.657
2022-05-29,2022,5,29,Sunday,272.17,272.67,274.2,275.84,272.17,5.443
2022-05-30,2022,5,30,Monday,272.36,272.84,274.37,276.02,272.36,5.447
2022-05-31,2022,5,31,Tuesday,234.47,234.88,236.2,237.64,234.47,4.689
2022-06-01,2022,6,1,Wednesday,240.4,240.84,242.15,243.61,240.4,4.808
2022-06-02,2022,6,2,Thursday,217.22,217.63,218.83,220.21,217.22,4.344
2022-06-03,2022,6,3,Friday,277.93,278.46,279.99,281.66,277.93,5.559
2022-06-04,2022,6,4,Saturday,285.4,285.95,287.55,289.26,285.4,5.708
2022-06-05,2022,6,5,Sunday,261.56,262.06,263.43,264.99,261.56,5.231
2022-06-06,2022,6,6,Monday,278.06,278.59,280.09,281.78,278.06,5.561
2022-06-07,2022,6,7,Tuesday,237.43,237.86,239.13,240.58,237.43,4.749
2022-06-08,2022,6,8,Wednesday,227.48,227.9,229.01,230.35,227.48,4.55
2022-06-09,2022,6,9,Thursday,263.19,263.67,265.12,266.71,263.19,5.264
2022-06-10,2022,6,10,Friday,263.58,264.05,265.47,267.06,263.58,5.272
2022-06-11,2022,6,11,Saturday,256.56,257.0,258.4,259.97,256.56,5.131
2022-06-12,2022,6,12,Sunday,264.31,264.78,266.18,267.77,264.31,5.286
2022-06-13,2022,6,13,Monday,246.92,247.37,248.64,250.1,246.92,4.938
2022-06-14,2022,6,14,Tuesday,263.66,264.15,265.57,267.14,263.66,5.273
2022-06-15,2022,6,15,Wednesday,197.32,197.7,198.57,199.75,197.32,3.946
2022-06-16,2022,6,16,Thursday,265.54,266.01,267.37,268.97,265.54,5.311
2022-06-17,2022,6,17,Friday,269.35,269.85,271.27,272.89,269.35,5.387
2022-06-18,2022,6,18,Saturday,258.19,258.65,260.0,261.57,258.19,5.164
2022-06-19,2022,6,19,Sunday,258.27,258.75,260.05,261.58,258.27,5.165
2022-06-20,2022,6,20,Monday,271.55,272.08,273.51,275.15,271.55,5.431
2022-06-21,2022,6,21,Tuesday,260.45,260.93,262.26,263.82,260.45,5.209
2022-06-22,2022,6,22,Wednesday,243.61,244.06,245.29,246.76,243.61,4.872
2022-06-23,2022,6,23,Thursday,241.23,241.7,242.87,244.32,241.23,4.825
2022-06-24,2022,6,24,Friday,219.67,220.07,221.09,222.39,219.67,4.393
2022-06-25,2022,6,25,Saturday,213.17,213.56,214.68,215.98,213.17,4.263
2022-06-26,2022,6,26,Sunday,209.31,209.71,210.65,211.91,209.31,4.186
2022-06-27,2022,6,27,Monday,238.7,239.15,240.33,241.79,238.7,4.774
2022-06-28,2022,6,28,Tuesday,230.52,230.93,232.04,233.41,230.52,4.61
2022-06-29,2022,6,29,Wednesday,217.35,217.74,218.87,220.22,217.35,4.347
2022-06-30,2022,6,30,Thursday,182.23,182.55,183.27,184.33,182.23,3.645
2022-07-01,2022,7,1,Friday,82.77,82.93,83.08,83.64,82.77,1.655
2022-07-02,2022,7,2,Saturday,181.55,181.88,182.55,183.6,181.55,3.631
2022-07-03,2022,7,3,Sunday,135.74,136.01,136.49,137.3,135.74,2.715
2022-07-04,2022,7,4,Monday,262.0,262.5,263.83,265.39,262.0,5.24
2022-07-05,2022,7,5,Tuesday,269.43,269.95,271.34,272.93,269.43,5.389
2022-07-06,2022,7,6,Wednesday,257.59,258.08,259.41,260.94,257.59,5.152
2022-07-07,2022,7,7,Thursday,251.45,251.93,253.16,254.66,251.45,5.029
2022-07-08,2022,7,8,Friday,196.57,196.95,197.84,199.02,196.57,3.931
2022-07-09,2022,7,9,Saturday,123.07,123.3,123.7,124.45,123.07,2.461
2022-07-10,2022,7,10,Sunday,104.09,104.29,104.57,105.23,104.09,2.082
2022-07-11,2022,7,11,Monday,215.8,216.2,217.26,218.56,215.8,4.316
2022-07-12,2022,7,12,Tuesday,196.24,196.6,197.6,198.81,196.24,3.925
2022-07-13,2022,7,13,Wednesday,193.51,193.88,194.76,195.93,193.51,3.87
2022-07-14,2022,7,14,Thursday,248.71,249.17,250.39,251.86,248.71,4.974
2022-07-15,2022,7,15,Friday,280.34,280.86,282.45,284.15,280.34,5.607
2022-07-16,2022,7,16,Saturday,274.39,274.9,276.37,278.03,274.39,5.488
2022-07-17,2022,7,17,Sunday,270.86,271.35,272.79,274.43,270.86,5.417
2022-07-18,2022,7,18,Monday,262.35,262.84,264.35,265.96,262.35,5.247
2022-07-19,2022,7,19,Tuesday,214.4,214.8,215.75,217.03,214.4,4.288
2022-07-20,2022,7,20,Wednesday,80.84,80.99,81.15,81.71,80.84,1.617
2022-07-21,2022,7,21,Thursday,208.81,209.21,210.15,211.4,208.81,4.176
2022-07-22,2022,7,22,Friday,276.18,276.7,278.2,279.9,276.18,5.524
2022-07-23,2022,7,23,Saturday,252.06,252.54,253.79,255.32,252.06,5.041
2022-07-24,2022,7,24,Sunday,274.85,275.35,276.79,278.45,274.85,5.497
2022-07-25,2022,7,25,Monday,280.08,280.59,282.13,283.83,280.08,5.602
2022-07-26,2022,7,26,Tuesday,279.75,280.25,281.83,283.52,279.75,5.595
2022-07-27,2022,7,27,Wednesday,271.39,271.88,273.35,275.0,271.39,5.428
2022-07-28,2022,7,28,Thursday,275.45,275.93,277.48,279.16,275.45,5.509
2022-07-29,2022,7,29,Friday,212.63,213.0,214.26,215.62,212.63,4.253
2022-07-30,2022,7,30,Saturday,166.24,166.54,167.47,168.56,166.24,3.325
2022-07-31,2022,7,31,Sunday,244.27,244.71,246.1,247.64,244.27,4.885
2022-08-01,2022,8,1,Monday,224.59,225.01,226.07,227.4,224.59,4.492
2022-08-02,2022,8,2,Tuesday,222.93,223.32,224.61,226.01,222.93,4.459
2022-08-03,2022,8,3,Wednesday,213.97,214.37,215.47,216.8,213.97,4.279
2022-08-04,2022,8,4,Thursday,195.97,196.32,197.15,198.3,195.97,3.919
2022-08-05,2022,8,5,Friday,238.61,239.05,240.35,241.81,238.61,4.772
2022-08-06,2022,8,6,Saturday,255.01,255.48,256.96,258.57,255.01,5.1
2022-08-07,2022,8,7,Sunday,114.59,114.81,115.1,115.77,114.59,2.292
2022-08-08,2022,8,8,Monday,67.85,67.98,68.08,68.57,67.85,1.357
2022-08-09,2022,8,9,Tuesday,96.68,96.85,97.05,97.66,96.68,1.934
2022-08-10,2022,8,10,Wednesday,201.02,201.38,202.29,203.48,201.02,4.02
2022-08-11,2022,8,11,Thursday,175.03,175.35,176.05,177.06,175.03,3.501
2022-08-12,2022,8,12,Friday,275.18,275.67,277.18,278.85,275.18,5.504
2022-08-13,2022,8,13,Saturday,243.92,244.38,245.67,247.13,243.92,4.878
2022-08-14,2022,8,14,Sunday,189.36,189.73,190.67,191.85,189.36,3.787
2022-08-15,2022,8,15,Monday,119.79,120.03,120.31,121.01,119.79,2.396
2022-08-16,2022,8,16,Tuesday,274.52,275.02,276.59,278.28,274.52,5.49
2022-08-17,2022,8,17,Wednesday,233.56,233.98,235.06,236.4,233.56,4.671
2022-08-18,2022,8,18,Thursday,287.19,287.7,289.32,291.06,287.19,5.744
2022-08-19,2022,8,19,Friday,194.23,194.57,195.56,196.76,194.23,3.885
2022-08-20,2022,8,20,Saturday,123.75,123.99,124.29,125.0,123.75,2.475
2022-08-21,2022,8,21,Sunday,259.69,260.15,261.46,262.98,259.69,5.194
2022-08-22,2022,8,22,Monday,274.11,274.61,276.2,277.84,274.11,5.482
2022-08-23,2022,8,23,Tuesday,252.48,252.93,254.39,255.95,252.48,5.05
2022-08-24,2022,8,24,Wednesday,230.09,230.52,231.77,233.19,230.09,4.602
2022-08-25,2022,8,25,Thursday,245.5,245.95,247.3,248.76,245.5,4.91
2022-08-26,2022,8,26,Friday,201.15,201.52,202.38,203.5,201.15,4.023
2022-08-27,2022,8,27,Saturday,271.79,272.28,273.74,275.39,271.79,5.436
2022-08-28,2022,8,28,Sunday,228.57,228.98,230.12,231.49,228.57,4.571
2022-08-29,2022,8,29,Monday,198.93,199.31,200.19,201.36,198.93,3.979
2022-08-30,2022,8,30,Tuesday,266.11,266.6,268.1,269.71,266.11,5.322
2022-08-31,2022,8,31,Wednesday,265.73,266.22,267.68,269.26,265.73,5.315
2022-09-01,2022,9,1,Thursday,288.59,289.12,290.79,292.56,288.59,5.772
2022-09-02,2022,9,2,Friday,245.5,245.96,247.2,248.61,245.5,4.91
2022-09-03,2022,9,3,Saturday,220.73,221.16,222.35,223.66,220.73,4.415
2022-09-04,2022,9,4,Sunday,197.35,197.72,198.75,199.94,197.35,3.947
2022-09-05,2022,9,5,Monday,220.37,220.76,221.99,223.37,220.37,4.407
2022-09-06,2022,9,6,Tuesday,166.67,166.97,167.65,168.63,166.67,3.333
2022-09-07,2022,9,7,Wednesday,106.33,106.53,106.85,107.5,106.33,2.127
2022-09-08,2022,9,8,Thursday,156.42,156.7,157.27,158.17,156.42,3.128
2022-09-09,2022,9,9,Friday,243.55,243.98,245.25,246.7,243.55,4.871
2022-09-10,2022,9,10,Saturday,251.36,251.79,253.1,254.6,251.36,5.027
